latitude,longitude,year,green_score,livability_score
"51,543805937","4,7968487897",2009,31.166666666666668,2.362384135072418
"51,543819052","4,8075605219",2009,37.833333333333336,2.294376103860821
"51,543835326","4,7981640796",2009,32.166666666666664,2.354470835016916
"51,543843458","4,7983325487",2009,29.333333333333332,2.354470835016916
"51,543853542","4,7987901882",2009,31.0,2.354470835016916
"51,543858768","4,8077357401",2009,38.8,2.309823721581316
"51,543863799","4,7966788499",2009,31.0,2.362384135072418
"51,543872532","4,796115219",2009,46.0,2.3646038804315825
"51,543896561","4,8070757383",2009,27.833333333333332,2.294376103860821
"51,543896668","4,7955891377",2018,49.0,2.3646038804315825
"51,543898484","4,8079109583",2009,32.833333333333336,2.309823721581316
"51,543899873","4,8082254436",2009,32.6,2.309823721581316
"51,543904034","4,7956951625",2018,49.5,2.3646038804315825
"51,543906239","4,8084005965",2009,35.166666666666664,2.309823721581316
"51,543924045","4,7965095889",2009,32.6,2.362384135072418
"51,54393","4,80805",2009,30.333333333333332,2.309823721581316
"51,543934485","4,7945017027",2009,52.5,2.3955266933486854
"51,543972964","4,8085674094",2009,25.4,2.309823721581316
"51,54398429","4,7963403279",2009,30.0,2.362384135072418
"51,543987085","4,7989103764",2009,28.5,2.354470835016916
"51,544","4,79575",2018,47.0,2.3646038804315825
"51,544009684","4,796231271",2009,36.4,2.362384135072418
"51,544025123","4,8069502371",2009,38.5,2.294376103860821
"51,544039689","4,8087342223",2009,30.0,2.309823721581316
"51,544075689","4,8079448639",2009,38.166666666666664,2.309823721581316
"51,544100765","4,7999235514",2009,44.833333333333336,2.3424205416085866
"51,544106414","4,8089010353",2009,33.333333333333336,2.309823721581316
"51,544109112","4,7997440824",2009,49.166666666666664,2.3424205416085866
"51,544114061","4,7945073144",2009,41.666666666666664,2.3955266933486854
"51,54411746","4,7995646134",2009,44.333333333333336,2.3424205416085866
"51,54412","4,79903",2009,36.666666666666664,2.354470835016916
"51,544125807","4,7993851445",2009,40.666666666666664,2.3424205416085866
"51,544134155","4,7992056755",2009,41.2,2.3424205416085866
"51,544146198","4,795854427",2018,38.6,2.3646038804315825
"51,544153685","4,8068247359",2009,39.0,2.294376103860821
"51,544162612","4,7963492737",2009,32.5,2.362384135072418
"51,54417","4,80906",2009,32.166666666666664,2.309823721581316
"51,5442","4,79715",2009,36.666666666666664,2.362384135072418
"51,5442188","4,8000208157",2009,44.666666666666664,2.3424205416085866
"51,544221377","4,8078397277",2009,32.0,2.309823721581316
"51,544245445","4,7960103152",2018,35.333333333333336,2.3646038804315825
"51,544282247","4,8066992347",2009,31.5,2.294376103860821
"51,544288224","4,7945415086",2009,45.5,2.364011781882509
"51,544289999","4,8089262872",2009,32.833333333333336,2.309823721581316
"51,544292396","4,795958854",2018,41.166666666666664,2.354798394605443
"51,544305223","4,7964585475",2009,42.166666666666664,2.3592859088326463
"51,54434","4,79456",2009,27.0,2.364011781882509
"51,544344881","4,7972562462",2009,39.0,2.3592859088326463
"51,544367066","4,8077345916",2009,23.8,2.290026426442083
"51,54437097","4,7943830265",2009,31.5,2.364011781882509
"51,544380299","4,8095395328",2009,37.5,2.2874119749110724
"51,544396795","4,8000452463",2009,44.8,2.320844100627608
"51,544401941","4,7942060529",2009,35.0,2.364011781882509
"51,544409997","4,8087925744",2009,30.166666666666668,2.290026426442083
"51,54441081","4,8065737335",2009,31.4,2.31664962447245
"51,544432911","4,7940290794",2009,29.666666666666668,2.364011781882509
"51,544435171","4,7960678169",2018,48.2,2.354798394605443
"51,544463881","4,7938521059",2009,29.333333333333332,2.364011781882509
"51,544466185","4,7960239741",2018,40.333333333333336,2.354798394605443
"51,54448","4,79376",2009,33.4,2.364011781882509
"51,5444853","4,7946656727",2009,36.833333333333336,2.364011781882509
"51,54448735","4,8096838198",2009,42.833333333333336,2.2874119749110724
"51,544511574","4,7973135232",2009,36.8,2.3592859088326463
"51,544512456","4,793583293",2009,35.666666666666664,2.364011781882509
"51,544512755","4,8076294554",2009,25.166666666666668,2.31664962447245
"51,544533839","4,8086643017",2009,27.666666666666668,2.290026426442083
"51,544539372","4,8064482323",2009,25.0,2.31664962447245
"51,544544913","4,7934065859",2009,35.333333333333336,2.364011781882509
"51,54454807","4,8003282211",2009,40.333333333333336,2.320844100627608
"51,544574789","4,8000696769",2009,37.166666666666664,2.320844100627608
"51,544575722","4,7961797291",2018,39.833333333333336,2.3592859088326463
"51,544577369","4,7932298789",2009,32.6,2.4694600805242106
"51,544590446","4,796677095",2009,31.166666666666668,2.3592859088326463
"51,544594402","4,8098281068",2009,35.2,2.2874119749110724
"51,544609826","4,7930531719",2009,36.8,2.4694600805242106
"51,544620825","4,7975849522",2009,22.75,2.3592859088326463
"51,5446306","4,7947713454",2009,28.166666666666668,2.354798394605443
"51,54464","4,80635",2009,35.0,2.31664962447245
"51,544642282","4,7928764648",2009,39.666666666666664,2.4694600805242106
"51,544658443","4,8075243193",2009,29.5,2.31664962447245
"51,544659596","4,7937550796",2009,25.666666666666668,2.364011781882509
"51,54467","4,80993",2009,36.6,2.2874119749110724
"51,544685897","4,7977431973",2009,30.833333333333332,2.35776239115668
"51,544696486","4,7927070286",2009,43.0,2.4694600805242106
"51,544697172","4,80859195",2009,27.8,2.290026426442083
"51,544697369","4,8000085242",2009,36.0,2.320844100627608
"51,544698057","4,8065200241",2009,29.0,2.31664962447245
"51,544699294","4,7972346867",2009,37.333333333333336,2.3592859088326463
"51,544703086","4,8002373969",2009,41.5,2.320844100627608
"51,544710134","4,7962987646",2018,33.0,2.3592859088326463
"51,544730883","4,7998320148",2009,36.166666666666664,2.320844100627608
"51,544733058","4,7967863687",2009,27.4,2.3592859088326463
"51,544738589","4,7970593734",2009,34.833333333333336,2.3592859088326463
"51,544764398","4,7996555054",2009,29.166666666666668,2.320844100627608
"51,544771071","4,8062271211",2009,34.4,2.2979958608208184
"51,544772466","4,8068654767",2009,35.833333333333336,2.31664962447245
"51,5447759","4,7948770181",2009,41.4,2.354798394605443
"51,544777883","4,7968840602",2009,36.333333333333336,2.3592859088326463
"51,54479","4,79683",2009,31.5,2.3592859088326463
"51,544797912","4,7994789959",2009,29.25,2.320844100627608
"51,544804132","4,8074191831",2009,32.833333333333336,2.31664962447245
"51,54480581","4,7964598775",2018,30.0,2.3592859088326463
"51,544811458","4,8098991864",2009,37.666666666666664,2.2874119749110724
"51,544812922","4,7978687648",2009,27.6,2.35776239115668
"51,544816685","4,8084578029",2009,30.166666666666668,2.290026426442083
"51,544830587","4,7993023748",2009,24.5,2.320844100627608
"51,544832212","4,7980456369",2009,35.833333333333336,2.35776239115668
"51,544835081","4,8001907128",2009,40.833333333333336,2.320844100627608
"51,544835374","4,7982252721",2009,31.6,2.35776239115668
"51,544838545","4,7984049071",2009,28.833333333333332,2.35776239115668
"51,544839191","4,7937501591",2009,27.5,2.364011781882509
"51,544841735","4,7985845418",2009,31.833333333333332,2.35776239115668
"51,544844366","4,799123241",2009,29.166666666666668,2.320844100627608
"51,544844925","4,7987641764",2009,27.666666666666668,2.35776239115668
"51,544848114","4,7989438111",2009,30.0,2.35776239115668
"51,544873038","4,7963774996",2009,30.6,2.3592859088326463
"51,54487465","4,7926650497",2009,42.5,2.4694600805242106
"51,544886","4,7964626",2018,28.4,2.3592859088326463
"51,5449212","4,7949826908",2009,27.333333333333332,2.354798394605443
"51,54492751","4,8097620341",2009,38.333333333333336,2.2874119749110724
"51,544931945","4,8061854862",2009,34.666666666666664,2.2979958608208184
"51,544936198","4,8083236557",2009,26.166666666666668,2.290026426442083
"51,544942078","4,7969256618",2009,28.166666666666668,2.3592859088326463
"51,544943704","4,7962282256",2009,33.75,2.3592859088326463
"51,544966725","4,8075168129",2009,30.0,2.31664962447245
"51,544984908","4,7960533513",2009,32.666666666666664,2.354798394605443
"51,54499","4,80631",2009,30.8,2.31664962447245
"51,544990164","4,80028142",2009,49.5,2.320844100627608
"51,545016882","4,7965856801",2018,30.5,2.3592859088326463
"51,545018787","4,7937452387",2009,21.833333333333332,2.364011781882509
"51,545026111","4,7958784769",2009,30.0,2.354798394605443
"51,545028521","4,8064854848",2009,29.2,2.31664962447245
"51,54503345","4,8076836258",2009,27.8,2.290026426442083
"51,545039281","4,8072365117",2009,40.333333333333336,2.31664962447245
"51,545043562","4,8096248818",2009,30.0,2.2874119749110724
"51,545054007","4,792654561",2009,32.166666666666664,2.4694600805242106
"51,545055711","4,8081895086",2009,27.166666666666668,2.290026426442083
"51,545058293","4,7967127529",2018,30.0,2.3592859088326463
"51,5450602","4,7957338",2009,28.5,2.354798394605443
"51,545067042","4,8066609696",2009,25.6,2.31664962447245
"51,545070874","4,7950816906",2009,29.833333333333332,2.354798394605443
"51,545094155","4,7970213235",2009,29.166666666666668,2.3592859088326463
"51,545100175","4,8078504387",2009,28.833333333333332,2.290026426442083
"51,545105563","4,8068364545",2009,30.6,2.31664962447245
"51,545125536","4,7953804639",2009,28.5,2.354798394605443
"51,545144084","4,8070119393",2009,43.5,2.31664962447245
"51,545145248","4,8003721272",2009,37.2,2.320844100627608
"51,545147764","4,7967087603",2018,28.5,2.3592859088326463
"51,54514954","4,8062273812",2009,28.166666666666668,2.2979958608208184
"51,545152003","4,7958857669",2009,30.333333333333332,2.354798394605443
"51,545159613","4,8094877295",2009,40.8,2.2874119749110724
"51,545166901","4,8080172516",2009,31.4,2.290026426442083
"51,54517","4,80713",2009,37.6,2.31664962447245
"51,545173278","4,7950252611",2009,37.166666666666664,2.349415866528296
"51,545175223","4,8080553614",2009,30.5,2.290026426442083
"51,545178409","4,7948456714",2009,32.5,2.349415866528296
"51,545183541","4,7946660817",2009,28.166666666666668,2.378524806528996
"51,545188672","4,794486492",2009,33.166666666666664,2.378524806528996
"51,545193803","4,7943069022",2009,34.0,2.378524806528996
"51,545198934","4,7941273125",2009,37.833333333333336,2.378524806528996
"51,545204065","4,7939477228",2009,32.5,2.378524806528996
"51,545209196","4,7937681331",2009,22.0,2.378524806528996
"51,54521103","4,8073049153",2009,34.333333333333336,2.31664962447245
"51,545224167","4,7960503001",2009,40.166666666666664,2.349415866528296
"51,545233363","4,7926440723",2009,34.333333333333336,2.4043342951083964
"51,545246233","4,7971169853",2009,30.666666666666668,2.3492503462383523
"51,545247492","4,8081776475",2009,26.75,2.305057718065432
"51,545252059","4,8074798307",2009,28.166666666666668,2.3044531823606005
"51,545273294","4,811960561",2015,64.5,2.3598858904604945
"51,545275665","4,8093505773",2009,28.5,2.2961964747288905
"51,545278417","4,79673166",2018,30.0,2.3492503462383523
"51,545278646","4,7968318404",2018,30.0,2.3492503462383523
"51,545293089","4,807654746",2009,30.4,2.3044531823606005
"51,54529633","4,7962148334",2009,42.0,2.3492503462383523
"51,545309079","4,8061447624",2009,30.0,2.3132973419079894
"51,545311969","4,8004335313",2009,32.5,2.330669727783611
"51,54533147","4,8083364759",2009,25.833333333333332,2.305057718065432
"51,545333303","4,8079563147",2009,29.333333333333332,2.305057718065432
"51,545334118","4,8078296613",2009,30.0,2.305057718065432
"51,545368494","4,7963793667",2009,39.833333333333336,2.3492503462383523
"51,545371792","4,8118104959",2015,63.6,2.3598858904604945
"51,545380451","4,7952641119",2009,32.2,2.349415866528296
"51,545384872","4,8080014896",2009,27.0,2.305057718065432
"51,545389519","4,7937328192",2009,25.666666666666668,2.378524806528996
"51,545391717","4,809213425",2009,26.5,2.2961964747288905
"51,545401668","4,7973984219",2009,34.833333333333336,2.3492503462383523
"51,545403832","4,7975780719",2009,35.333333333333336,2.3492503462383523
"51,545405997","4,7977577218",2009,33.0,2.334565494456456
"51,545408161","4,7979373718",2009,31.0,2.334565494456456
"51,545409528","4,7969549206",2018,32.166666666666664,2.3492503462383523
"51,54541","4,79722",2009,29.5,2.3492503462383523
"51,54541272","4,7926335836",2009,35.833333333333336,2.4043342951083964
"51,545413098","4,7981168456",2009,29.0,2.334565494456456
"51,545415448","4,8084953043",2009,27.166666666666668,2.305057718065432
"51,545433691","4,7982953244",2009,30.6,2.334565494456456
"51,545440658","4,7965438999",2009,40.5,2.3492503462383523
"51,545452242","4,8081680431",2009,30.4,2.305057718065432
"51,545454285","4,7984738032",2009,26.166666666666668,2.334565494456456
"51,545458424","4,7970589438",2018,35.0,2.3492503462383523
"51,545467731","4,8116585928",2015,57.5,2.3598858904604945
"51,545468619","4,8060621436",2009,35.5,2.3132973419079894
"51,545470062","4,8003634931",2009,33.333333333333336,2.330669727783611
"51,545477962","4,7986518112",2009,23.5,2.334565494456456
"51,545490654","4,7970594628",2018,35.833333333333336,2.3492503462383523
"51,545499426","4,8086541326",2009,27.0,2.305057718065432
"51,545507769","4,8090762727",2009,28.5,2.305057718065432
"51,545511572","4,7988283025",2009,21.833333333333332,2.334565494456456
"51,545512822","4,7967084332",2009,39.5,2.3492503462383523
"51,545519612","4,8083345966",2009,31.5,2.305057718065432
"51,54552","4,8056630278",2009,34.6,2.3132973419079894
"51,545521979","4,8058425355",2009,29.8,2.3132973419079894
"51,545525224","4,8054838821",2009,38.6,2.3132973419079894
"51,545535206","4,795355378",2009,35.166666666666664,2.349415866528296
"51,545545197","4,7990047909",2009,21.833333333333332,2.334565494456456
"51,54555","4,80602",2009,31.0,2.3132973419079894
"51,545552922","4,8115012616",2015,59.5,2.3598858904604945
"51,545560458","4,805307708",2009,32.6,2.3132973419079894
"51,545569039","4,7937256384",2009,30.166666666666668,2.378524806528996
"51,545583405","4,808812961",2009,38.5,2.305057718065432
"51,545584985","4,7968729664",2009,41.833333333333336,2.3492503462383523
"51,545586982","4,8085011502",2009,28.5,2.305057718065432
"51,545587351","4,7991794024",2009,25.666666666666668,2.330669727783611
"51,54558805","4,7971833442",2018,37.8,2.3492503462383523
"51,545592076","4,792623095",2009,30.0,2.4043342951083964
"51,545596861","4,8061934442",2009,31.0,2.3132973419079894
"51,545597226","4,7969613764",2009,43.2,2.3492503462383523
"51,545602983","4,805134035",2009,31.0,2.3132973419079894
"51,545618237","4,8113338916",2015,56.5,2.3598858904604945
"51,545623821","4,8089391205",2009,25.0,2.305057718065432
"51,545624919","4,8002724004",2009,30.333333333333332,2.330669727783611
"51,545629187","4,7971648584",2018,39.0,2.3492503462383523
"51,545630925","4,7993537011",2009,24.666666666666668,2.330669727783611
"51,545643721","4,8063668884",2009,30.666666666666668,2.3044531823606005
"51,545654352","4,8086677037",2009,39.8,2.305057718065432
"51,54567","4,805",2009,28.5,2.3132973419079894
"51,5456745","4,7995279998",2009,31.2,2.330669727783611
"51,545683553","4,8111665215",2015,45.833333333333336,2.3598858904604945
"51,545684227","4,7984528775",2009,25.666666666666668,2.334565494456456
"51,545690582","4,8065403326",2009,25.166666666666668,2.3044531823606005
"51,545702637","4,795419185",2009,30.333333333333332,2.349415866528296
"51,545718075","4,7997022985",2009,32.666666666666664,2.330669727783611
"51,545737442","4,8067137768",2009,23.5,2.3044531823606005
"51,545748122","4,8088105368",2009,26.833333333333332,2.305057718065432
"51,545748558","4,7937184577",2009,31.333333333333332,2.378524806528996
"51,545753365","4,8048408488",2009,23.0,2.3132973419079894
"51,54575834","4,7972897509",2018,42.0,2.3492503462383523
"51,545760466","4,8110042083",2015,45.333333333333336,2.3598858904604945
"51,545761649","4,7998765972",2009,38.833333333333336,2.330669727783611
"51,545771433","4,7926126063",2009,30.166666666666668,2.4043342951083964
"51,545779777","4,8001813076",2009,34.6,2.330669727783611
"51,545786716","4,7972342126",2018,39.4,2.3492503462383523
"51,545787832","4,8068860601",2009,24.833333333333332,2.3044531823606005
"51,545795515","4,805127929",2009,27.5,2.3132973419079894
"51,545805224","4,8000508959",2009,37.5,2.330669727783611
"51,54583865","4,8108424489",2015,43.166666666666664,2.3598858904604945
"51,54585","4,80014",2009,36.166666666666664,2.330669727783611
"51,545853066","4,8070534617",2009,24.6,2.3044531823606005
"51,545862085","4,7952907439",2009,38.833333333333336,2.349415866528296
"51,545873191","4,7954752811",2009,27.0,2.349415866528296
"51,545874169","4,7951114878",2009,40.5,2.349415866528296
"51,545886254","4,7949322317",2009,40.833333333333336,2.349415866528296
"51,545889328","4,797412667",2018,28.0,2.3492503462383523
"51,545895853","4,8087082909",2009,26.333333333333332,2.305057718065432
"51,545898339","4,7947529755",2009,28.666666666666668,2.349415866528296
"51,54591","4,79458",2009,22.333333333333332,2.378524806528996
"51,545916833","4,8106806895",2015,51.0,2.3598858904604945
"51,545918301","4,8072208634",2009,28.0,2.3044531823606005
"51,545920308","4,794400633",2009,26.2,2.378524806528996
"51,545928078","4,7937112769",2009,22.2,2.378524806528996
"51,545930617","4,794221266",2009,33.0,2.378524806528996
"51,545933536","4,8052429465",2009,20.166666666666668,2.3132973419079894
"51,545940925","4,7940418989",2009,34.666666666666664,2.378524806528996
"51,545950623","4,8002958827",2009,28.2,2.330669727783611
"51,545950789","4,7926021176",2009,29.833333333333332,2.4043342951083964
"51,545951234","4,7938625319",2009,32.833333333333336,2.378524806528996
"51,54597","4,80023",2009,30.0,2.330669727783611
"51,545974322","4,7975591236",2018,21.666666666666668,2.3492503462383523
"51,545983535","4,807388265",2009,28.2,2.3044531823606005
"51,545993627","4,8105182959",2015,52.5,2.2961964747288905
"51,546023521","4,7975321276",2018,20.0,2.3492503462383523
"51,546043581","4,8086060404",2009,33.666666666666664,2.305057718065432
"51,546048369","4,7955151731",2009,32.5,2.349415866528296
"51,546048769","4,8075556666",2009,26.333333333333332,2.3044531823606005
"51,546064575","4,8103532345",2015,55.4,2.2961964747288905
"51,546069106","4,8000808942",2009,27.166666666666668,2.330669727783611
"51,546080267","4,8053458794",2009,30.6,2.3132973419079894
