cbs_grid_code,livability_score
E1096N4013,2.3433857637442617
E1096N4017,2.22442017679296
E1096N4018,2.2227567175476355
E1096N4019,2.256216331929741
E1096N4020,2.279594023188735
E1096N4031,2.3599096801394546
E1096N4032,2.3232142725926783
E1096N4033,2.304348537841669
E1096N4034,2.291347910347437
E1096N4035,2.2358082143265623
E1096N4036,2.1362189260626256
E1096N4037,2.1262421502656337
E1096N4038,2.1380817548723567
E1096N4039,2.187739984291719
E1096N4040,2.275624899517932
E1096N4041,2.342497260899415
E1096N4042,2.360531378550831
E1096N4043,2.32649252122392
E1097N3960,2.451658680062588
E1097N3961,2.457623864937937
E1097N3962,2.467112963670566
E1097N3981,2.202820902807199
E1097N3982,2.2338819852267005
E1097N3983,2.22659373091406
E1097N3984,2.254437728591652
E1097N3985,2.265464371102084
E1097N3986,2.295563928037024
E1097N3987,2.3360139905720203
E1097N3988,2.3329749902195025
E1097N3989,2.2946283682474604
E1097N3990,2.260185869610857
E1097N3991,2.308205949550016
E1097N3992,2.300968189664733
E1097N4012,2.229281586796768
E1097N4013,2.322131899168572
E1097N4017,2.2335001489777437
E1097N4018,2.2362515280015094
E1097N4019,2.2511618449724096
E1097N4020,2.283609363909609
E1097N4021,2.358915282852925
E1097N4031,2.3861023039372973
E1097N4032,2.330448121234508
E1097N4033,2.2941373614329104
E1097N4034,2.2505248289213053
E1097N4035,2.2037959573365047
E1097N4036,2.157071161686372
E1097N4037,2.1243618833148226
E1097N4038,2.1366752196732337
E1097N4039,2.239602294019035
E1097N4040,2.2729710048865788
E1097N4041,2.288467966804121
E1097N4042,2.308951306438772
E1097N4043,2.3483085049246157
E1097N4044,2.3294419919332845
E1098N3980,2.175498382324967
E1098N3981,2.1872373220941985
E1098N3982,2.204515046325542
E1098N3983,2.2432148363028586
E1098N3984,2.2747626200900557
E1098N3985,2.2864664242570085
E1098N3986,2.2945957317213
E1098N3987,2.307634415992016
E1098N3988,2.2489047443824437
E1098N3989,2.2285779844921945
E1098N3990,2.224846712703844
E1098N3991,2.275971315893643
E1098N4011,2.248377411839752
E1098N4012,2.2724700737479195
E1098N4013,2.382809624521612
E1098N4014,2.397017086033299
E1098N4017,2.234525493194513
E1098N4018,2.237176714995134
E1098N4019,2.24143307975678
E1098N4020,2.3067393264531257
E1098N4021,2.354251708474552
E1098N4031,2.3839085698919256
E1098N4032,2.3121774503700525
E1098N4033,2.2814510030767945
E1098N4034,2.244403973496535
E1098N4035,2.1663730628665863
E1098N4036,2.1061794048418423
E1098N4037,2.099156611406296
E1098N4038,2.2073802454190314
E1098N4039,2.260712781444852
E1098N4040,2.273195563012056
E1098N4041,2.2741005533154253
E1098N4042,2.197793274038498
E1098N4043,2.2051775994087484
E1098N4044,2.259696576266229
E1098N4045,2.32376497361915
E1099N3979,2.170938851560144
E1099N3980,2.163972040140475
E1099N3981,2.134082403663514
E1099N3982,2.178859299575942
E1099N3983,2.2241422153694432
E1099N3984,2.282496953973775
E1099N3985,2.332397105488169
E1099N3986,2.336356076818248
E1099N3987,2.333133669657311
E1099N3988,2.274639935517232
E1099N3989,2.2488255984123757
E1099N3990,2.205077853179791
E1099N3991,2.2702429345123005
E1099N3992,2.3285571464186106
E1099N3993,2.405076656840858
E1099N3996,2.390756235659808
E1099N3998,2.433381115943777
E1099N3999,2.406805714071293
E1099N4013,2.3066611219808224
E1099N4016,2.303174769513418
E1099N4017,2.2494661491075663
E1099N4018,2.246742251594178
E1099N4019,2.255708266520834
E1099N4031,2.378690398383652
E1099N4032,2.3415305760125205
E1099N4033,2.291752592102742
E1099N4034,2.245142125892658
E1099N4035,2.147288310103647
E1099N4036,2.0698947339391056
E1099N4037,2.0889236624038405
E1099N4038,2.1654584845690854
E1099N4039,2.2444466745135667
E1099N4040,2.233971006998167
E1099N4041,2.144520079814117
E1099N4042,2.079101449775064
E1099N4043,2.07745938434002
E1099N4044,2.219200926308965
E1099N4045,2.285504223355438
E1099N4046,2.332844521880232
E1100N3978,2.3716979032493137
E1100N3979,2.2636805420620094
E1100N3980,2.162782888372912
E1100N3981,2.132463084588866
E1100N3982,2.148474354847505
E1100N3983,2.260298630172545
E1100N3984,2.306306335032418
E1100N3985,2.3688697148960007
E1100N3986,2.3642524359056054
E1100N3987,2.344270377224822
E1100N3988,2.3273908208577825
E1100N3989,2.303329112924624
E1100N3990,2.255698523389514
E1100N3991,2.260736776178967
E1100N3992,2.2868727050724864
E1100N3996,2.415869533972811
E1100N3997,2.4926346441988745
E1100N3998,2.476679503706803
E1100N3999,2.420231430306876
E1100N4016,2.291391189938153
E1100N4017,2.236343482116647
E1100N4018,2.2254273524868773
E1100N4019,2.256227441631885
E1100N4032,2.3724612226102555
E1100N4033,2.3031032295071485
E1100N4034,2.235471523053287
E1100N4035,2.1173586436026004
E1100N4036,2.094346291967918
E1100N4037,2.0688468230004244
E1100N4038,2.0779317841316134
E1100N4039,2.1177692346461447
E1100N4040,2.104813439266298
E1100N4041,2.0733459219458323
E1100N4042,2.0452079367322518
E1100N4043,2.0722533465212263
E1100N4044,2.166666140299767
E1100N4045,2.258122563646489
E1100N4046,2.3557667445515404
E1101N3977,2.589770223120284
E1101N3978,2.5076665833586897
E1101N3979,2.308929134030196
E1101N3980,2.164243086947606
E1101N3981,2.135989466555687
E1101N3982,2.1635176775900886
E1101N3983,2.1875518705957626
E1101N3984,2.283559783993605
E1101N3985,2.3452610765950586
E1101N3986,2.3517556701539086
E1101N3988,2.29340728980876
E1101N3989,2.3127569433024595
E1101N3990,2.2948046735309724
E1101N3991,2.280704124303535
E1101N3992,2.311475100298432
E1101N3993,2.304449274163616
E1101N3996,2.490844233911564
E1101N4015,2.2453731164293096
E1101N4016,2.2403064469520584
E1101N4017,2.246706462300711
E1101N4021,2.3333158433795926
E1101N4022,2.3505710820209305
E1101N4023,2.3593883430877347
E1101N4025,2.271868697447447
E1101N4026,2.280857050340912
E1101N4034,2.2552708571112112
E1101N4035,2.169981601394116
E1101N4036,2.1192767232095977
E1101N4037,2.057581344321248
E1101N4038,2.0587229247538468
E1101N4039,2.0610062564166025
E1101N4040,2.083260368849884
E1101N4041,2.054917415772173
E1101N4042,2.069248822538865
E1101N4043,2.107964402135136
E1101N4044,2.225562424587656
E1101N4045,2.26871623588939
E1101N4046,2.3757544774980963
E1102N3978,2.519359006190177
E1102N3979,2.3987760163481
E1102N3980,2.180489651355997
E1102N3981,2.1477241832946405
E1102N3982,2.1628524387238386
E1102N3983,2.196192792486313
E1102N3984,2.278532628800496
E1102N3985,2.2730371465186505
E1102N3986,2.2421038267569875
E1102N3987,2.131953657678861
E1102N3988,2.1080937389463386
E1102N3989,2.2581832087717317
E1102N3990,2.2996902300281774
E1102N3991,2.300371980232628
E1102N3992,2.2915323443055167
E1102N3993,2.3016278702616684
E1102N3996,2.458507286582646
E1102N4002,2.311341791207096
E1102N4003,2.268617775764208
E1102N4004,2.215500383877496
E1102N4015,2.2627077180447133
E1102N4016,2.24982761568342
E1102N4017,2.2383728727600896
E1102N4020,2.292243054021471
E1102N4021,2.2953219021710525
E1102N4022,2.301424354895068
E1102N4023,2.2797718203525825
E1102N4025,2.254712940811252
E1102N4026,2.2788191797319644
E1102N4027,2.2742096517467485
E1102N4028,2.2887603719405063
E1102N4034,2.3088761028408884
E1102N4035,2.2339760005019684
E1102N4036,2.15047863519679
E1102N4037,2.077029006327473
E1102N4038,2.071176459301295
E1102N4039,2.0789410204952974
E1102N4040,2.1186028569827817
E1102N4041,2.174937911579303
E1102N4042,2.176313804669492
E1102N4043,2.218016113397443
E1102N4044,2.2601390231864307
E1102N4045,2.322566891167406
E1102N4046,2.380405190687175
E1103N3978,2.452213378912305
E1103N3979,2.3963996731044213
E1103N3980,2.1943310778802587
E1103N3981,2.194233545917908
E1103N3982,2.126112844056715
E1103N3983,2.072276662563251
E1103N3984,2.1223485400777427
E1103N3985,2.101049215070712
E1103N3986,2.11248614874305
E1103N3987,2.045105860906417
E1103N3988,2.0647155150891887
E1103N3989,2.181740768591163
E1103N3990,2.2649110649777944
E1103N3991,2.3101821056068146
E1103N3992,2.3011767933917437
E1103N3993,2.3001955434361614
E1103N3997,2.422431938514886
E1103N3998,2.426763102908537
E1103N3999,2.452971760128721
E1103N4000,2.396331545981316
E1103N4001,2.3446358239510467
E1103N4002,2.2716813921013177
E1103N4003,2.2524625760883947
E1103N4004,2.2569186498000198
E1103N4005,2.256045033073519
E1103N4006,2.3115508612067
E1103N4015,2.26269154199751
E1103N4016,2.253480172107712
E1103N4017,2.2363193355969377
E1103N4018,2.2694331379425297
E1103N4019,2.267971047062133
E1103N4020,2.268683007048867
E1103N4021,2.266081300635128
E1103N4022,2.259815957805169
E1103N4023,2.22816253896067
E1103N4024,2.2485178795362395
E1103N4025,2.2146762515899705
E1103N4026,2.2552034985239544
E1103N4027,2.2380250591784137
E1103N4028,2.244040826623521
E1103N4029,2.221127158410191
E1103N4030,2.151647803716955
E1103N4035,2.303508056005355
E1103N4036,2.2183735665975024
E1103N4037,2.121335005290373
E1103N4038,2.0798926377818088
E1103N4039,2.1487217585133207
E1103N4040,2.2023074903970152
E1103N4041,2.230103706652223
E1103N4042,2.2470815256649903
E1103N4043,2.2796977584526648
E1103N4044,2.3431401556667955
E1104N3978,2.413788658942296
E1104N3979,2.4292943042527804
E1104N3980,2.2381383351416018
E1104N3981,2.188088876231638
E1104N3982,2.0841746755197117
E1104N3983,2.0252617249201728
E1104N3984,2.0222192225068407
E1104N3985,1.966887689521801
E1104N3986,1.9842224758902
E1104N3987,2.020552321328177
E1104N3988,2.093834243761244
E1104N3989,2.240035907152568
E1104N3990,2.3367582970211176
E1104N3991,2.3417678676550486
E1104N3992,2.3380155983236346
E1104N3993,2.328895328219865
E1104N3997,2.353301808876807
E1104N3998,2.3866089951867133
E1104N3999,2.340304743101706
E1104N4000,2.3291347667397986
E1104N4001,2.3003374901683067
E1104N4002,2.27434595899677
E1104N4003,2.2398136775082773
E1104N4004,2.244596150202743
E1104N4005,2.2680052256206715
E1104N4006,2.2949590012889254
E1104N4014,2.348416012948774
E1104N4015,2.337013732201359
E1104N4016,2.287441837543585
E1104N4017,2.259469711703812
E1104N4018,2.271048779718448
E1104N4019,2.263186888679335
E1104N4020,2.2238535139352384
E1104N4021,2.186057787837872
E1104N4022,2.152832213304538
E1104N4023,2.1681878910144428
E1104N4024,2.1592258948996275
E1104N4025,2.185825973949549
E1104N4026,2.19926641647802
E1104N4027,2.214137262401619
E1104N4028,2.2182378166592134
E1104N4029,2.2228336861827267
E1104N4030,2.1711929368418743
E1104N4031,2.159253122653796
E1104N4035,2.313591966551685
E1104N4036,2.297993708062812
E1104N4037,2.259078891033755
E1104N4038,2.231974138153451
E1104N4039,2.223210045222588
E1104N4040,2.216653162499984
E1104N4041,2.260618464921012
E1105N3979,2.4221979990376408
E1105N3980,2.309630869782121
E1105N3981,2.202769638132646
E1105N3982,2.087169198387347
E1105N3983,1.9237266716492667
E1105N3984,1.902660596416756
E1105N3985,1.8972096139801795
E1105N3986,1.9380532983774483
E1105N3988,2.19235128746548
E1105N3989,2.3502857375624044
E1105N3990,2.370806331301128
E1105N3991,2.40213862003459
E1105N3992,2.392979295370843
E1105N3993,2.400222829693152
E1105N3994,2.350722274643119
E1105N3996,2.31372816717908
E1105N3997,2.2636526850396206
E1105N3998,2.2092127592318387
E1105N3999,2.252668541838957
E1105N4000,2.318265745806571
E1105N4001,2.325762976819832
E1105N4002,2.295102940229982
E1105N4003,2.248839843354476
E1105N4004,2.25906081697587
E1105N4005,2.2846763493003808
E1105N4006,2.2752756978981683
E1105N4014,2.3757390916212
E1105N4015,2.360584178281269
E1105N4016,2.341262653056351
E1105N4017,2.290767289104598
E1105N4018,2.2839449372444323
E1105N4019,2.240161534503859
E1105N4020,2.1870316231453883
E1105N4021,2.1360151273474264
E1105N4022,2.1354642832074613
E1105N4023,2.136663894265503
E1105N4024,2.113832307422012
E1105N4027,2.211734610889778
E1105N4028,2.1952725197787952
E1105N4029,2.224134657376687
E1105N4030,2.1871948971418176
E1105N4031,2.2374940519283766
E1105N4032,2.25095350697811
E1105N4033,2.3170145831840325
E1105N4036,2.3103763093739897
E1105N4037,2.293079715385627
E1105N4038,2.255181461866969
E1105N4039,2.245456903378265
E1106N3974,2.365842375559622
E1106N3975,2.3682875521411857
E1106N3980,2.2653078287400934
E1106N3981,2.163087252061909
E1106N3982,2.031027005933627
E1106N3983,1.9041787141725253
E1106N3984,1.8752359338508728
E1106N3985,1.8896422869385607
E1106N3986,1.922272714029144
E1106N3987,2.0200904955867016
E1106N3988,2.2035437277156062
E1106N3989,2.328981201668312
E1106N3990,2.412830483973168
E1106N3991,2.438975537396825
E1106N3996,2.3185500552820795
E1106N3997,2.233481426812104
E1106N3998,2.217123466679013
E1106N3999,2.165055212678394
E1106N4000,2.234614727058807
E1106N4001,2.2557280188487296
E1106N4002,2.3006902301904657
E1106N4003,2.281109293284839
E1106N4004,2.2664077087325984
E1106N4005,2.254517754580758
E1106N4006,2.3112551346662515
E1106N4014,2.437142436866535
E1106N4015,2.412214083091671
E1106N4016,2.349690087868014
E1106N4017,2.3137849014369363
E1106N4021,2.1459683230577915
E1106N4022,2.124815418941842
E1106N4023,2.1390194697664167
E1106N4024,2.1312066595686656
E1106N4025,2.1429801101525694
E1106N4026,2.16605690094355
E1106N4027,2.2310327720281697
E1106N4028,2.2286937039892094
E1106N4029,2.2344047157652858
E1106N4030,2.176995231152616
E1106N4031,2.219477010327604
E1106N4032,2.2274180997738307
E1106N4033,2.294209442429132
E1106N4034,2.3076750094456235
E1106N4035,2.3490243790214698
E1106N4041,2.282593370544414
E1107N3980,2.259046015858837
E1107N3981,2.105031780045636
E1107N3982,2.035604593118824
E1107N3983,1.9175014939385504
E1107N3984,1.877222564784997
E1107N3985,1.910063939561324
E1107N3986,1.93885030934024
E1107N3987,2.010499002518039
E1107N3988,2.2079294722044094
E1107N3989,2.3024663595953907
E1107N3990,2.44059993362283
E1107N3997,2.2257999697613258
E1107N3998,2.1302124621544856
E1107N3999,2.162320515233337
E1107N4000,2.156152529651833
E1107N4002,2.227115010475121
E1107N4003,2.2613495726255333
E1107N4004,2.255304968574316
E1107N4005,2.293812471743894
E1107N4023,2.13005709889104
E1107N4024,2.1733562653879344
E1107N4025,2.1619938950637003
E1107N4026,2.196182698112938
E1107N4027,2.225996739943068
E1107N4028,2.2367344840294856
E1107N4029,2.241114927975215
E1107N4030,2.225677150298367
E1107N4031,2.229336433824442
E1107N4032,2.2286772890684503
E1107N4033,2.267022537698547
E1107N4034,2.2983533224013946
E1107N4035,2.379797461086268
E1107N4040,2.2712185252162462
E1107N4041,2.289576397033482
E1107N4042,2.2949503722421083
E1108N3981,2.142480983249892
E1108N3982,2.066917894391817
E1108N3983,1.9681976242349173
E1108N3984,1.891683283223452
E1108N3985,1.916566278332216
E1108N3986,1.9206632589921149
E1108N3987,1.9536167950068808
E1108N3988,2.036821633706037
E1108N3989,2.212950327570544
E1108N3990,2.337188743842596
E1108N3991,2.3804683071282184
E1108N3997,2.247323933298844
E1108N3998,2.13889754523295
E1108N3999,2.0531791589412878
E1108N4000,2.035919077295168
E1108N4001,2.04781251069421
E1108N4002,2.1596288208273617
E1108N4004,2.280336800369108
E1108N4005,2.302674148230241
E1108N4023,2.2319052036626634
E1108N4024,2.230060448782126
E1108N4025,2.1861326673870467
E1108N4026,2.2332992019049547
E1108N4027,2.235663587317526
E1108N4028,2.2557031662930527
E1108N4029,2.257084321316707
E1108N4030,2.238593280169288
E1108N4031,2.2359195682322173
E1108N4032,2.2585144257446674
E1108N4033,2.256875067968278
E1108N4034,2.303276381782787
E1108N4035,2.3492957224673376
E1108N4039,2.298112816072284
E1108N4040,2.2768398125156484
E1108N4041,2.2732357082773125
E1108N4042,2.291386137093195
E1108N4043,2.349899392460688
E1109N3981,2.154072070569455
E1109N3982,2.096734064466834
E1109N3983,1.996847069843968
E1109N3984,1.8985068960068407
E1109N3985,1.913374458403728
E1109N3986,1.929604272591544
E1109N3987,1.937384534119587
E1109N3988,2.017465270643012
E1109N3989,2.201394554231483
E1109N3990,2.243767502052646
E1109N3991,2.350746415106563
E1109N3997,2.1595948401689693
E1109N3998,2.0802998525358984
E1109N3999,2.003248796144008
E1109N4000,1.9835139312167984
E1109N4001,1.97197524997375
E1109N4002,2.049618012624588
E1109N4003,2.093171342023481
E1109N4004,2.13953056920889
E1109N4024,2.296683787851855
E1109N4025,2.292055207711735
E1109N4026,2.2807042958327024
